clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Collagen (ug),Aggrecan (ug),Activated Chondrocytes,Total Chondrocytes, Elastic Modulus (kPa) , Swelling Ratio , Mass Loss (%) , Alginate_wv (%), Alginate_Mw (kDa), Ca_XL (M), Viability Rate (%)
0,0,0,0,0,0.00000,0.00000,0,26,2.60897 , 29.41105, 0.00000,2.00000,1500.00000,0.01400,97.00000
1,0.0208333,0,0,0,0.00000,0.00000,0,26,2.60897 , 0.00000, 0.34572,2.00000,1500.00000,0.01400,94.61790
2,0.0416667,0,0,0,0.00000,0.00000,7,26,2.60897 , 0.00000, 0.34845,2.00000,1500.00000,0.01400,95.12535
3,0.0625,35,14,70,0.00000,0.00000,9,26,2.60897 , 0.00000, 0.35117,2.00000,1500.00000,0.01400,95.42219
4,0.0833333,45.8195,23.303,111,0.10700,0.14700,13,26,2.60897 , 0.00000, 0.35390,2.00000,1500.00000,0.01400,95.63280
5,0.104167,65,26,130,0.10700,0.14700,17,26,2.60897 , 0.00000, 0.35663,2.00000,1500.00000,0.01400,95.79617
6,0.125,86.5219,43.8485,209,0.23000,0.36800,18,25,2.60897 , 0.00000, 0.35936,2.00000,1500.00000,0.01400,95.92964
7,0.145833,90.4995,38.4024,192.834,0.23000,0.36800,20,25,2.60897 , 0.00000, 0.36209,2.00000,1500.00000,0.01400,96.04250
8,0.166667,102.103,52.975,254.891,0.30300,0.51100,20,25,2.60897 , 0.00000, 0.36482,2.00000,1500.00000,0.01400,96.14026
9,0.1875,101.336,46.5665,235.336,0.30300,0.51100,20,25,2.60897 , 0.00000, 0.36754,2.00000,1500.00000,0.01400,96.22649
10,0.208333,102.21,52.569,259.435,0.30800,0.52300,20,25,2.60897 , 0.00000, 0.37027,2.00000,1500.00000,0.01400,96.30362
11,0.229167,102.144,50.701,257.868,0.30800,0.52300,23,25,2.60897 , 0.00000, 0.37300,2.00000,1500.00000,0.01400,96.37340
12,0.25,112.082,54.8085,277.742,0.33100,0.58200,23,26,2.60897 , 0.00000, 0.37573,2.00000,1500.00000,0.01400,96.43710
13,0.270833,117.087,56.6417,287.928,0.33100,0.58200,23,26,2.60897 , 0.00000, 0.37846,2.00000,1500.00000,0.01400,96.49570
14,0.291667,117.546,59.6643,299.94,0.35400,0.61200,24,26,2.60897 , 0.00000, 0.38119,2.00000,1500.00000,0.01400,96.54995
15,0.3125,122.202,59.233,301.144,0.35400,0.61200,25,26,2.60897 , 0.00000, 0.38391,2.00000,1500.00000,0.01400,96.60046
16,0.333333,127.662,64.2551,323.158,0.37600,0.64000,25,26,2.60897 , 0.00000, 0.38664,2.00000,1500.00000,0.01400,96.64771
17,0.354167,127.56,63.1819,320.572,0.37600,0.64000,26,26,2.60897 , 0.00000, 0.38937,2.00000,1500.00000,0.01400,96.69209
18,0.375,132.784,66.5235,336.808,0.38800,0.66200,25,25,2.60897 , 0.00000, 0.39210,2.00000,1500.00000,0.01400,96.73394
19,0.395833,127.666,63.7641,323.805,0.38800,0.66200,25,25,2.60897 , 0.00000, 0.39483,2.00000,1500.00000,0.01400,96.77352
20,0.416667,127.782,64.3549,327.023,0.39500,0.67700,25,25,2.60897 , 0.00000, 0.39756,2.00000,1500.00000,0.01400,96.81107
21,0.4375,127.772,64.345,327.033,0.39500,0.67700,25,25,2.60897 , 0.00000, 0.40028,2.00000,1500.00000,0.01400,96.84679
22,0.458333,127.896,64.9441,330.238,0.39500,0.67700,25,25,2.60897 , 0.00000, 0.40301,2.00000,1500.00000,0.01400,96.88085
23,0.479167,127.895,64.7789,330.46,0.39500,0.67700,25,25,2.60897 , 0.00000, 0.40574,2.00000,1500.00000,0.01400,96.91339
24,0.5,127.886,64.7689,330.471,0.39500,0.67700,24,24,2.60897 , 0.00000, 0.40847,2.00000,1500.00000,0.01400,96.94455
25,0.520833,122.77,62.1768,317.247,0.39500,0.67700,24,24,2.60897 , 0.00000, 0.41120,2.00000,1500.00000,0.01400,96.97443
26,0.541667,112.539,56.9954,290.81,0.39500,0.67700,22,26,2.60897 , 0.00000, 0.41393,2.00000,1500.00000,0.01400,97.00315
27,0.5625,112.539,56.9954,290.81,0.39500,0.67700,23,26,2.60897 , 0.00000, 0.41665,2.00000,1500.00000,0.01400,97.03078
28,0.583333,117.539,58.9954,300.81,0.40200,0.69000,25,26,2.60897 , 0.00000, 0.41938,2.00000,1500.00000,0.01400,97.05740
29,0.604167,127.539,62.9954,320.81,0.40200,0.69000,25,26,2.60897 , 0.00000, 0.42211,2.00000,1500.00000,0.01400,97.08309
30,0.625,127.89,65.2681,329.81,0.42600,0.71700,23,24,2.60897 , 0.00000, 0.42484,2.00000,1500.00000,0.01400,97.10791
31,0.645833,117.433,58.4146,297.581,0.42600,0.71700,23,24,2.60897 , 0.00000, 0.42757,2.00000,1500.00000,0.01400,97.13192
32,0.666667,112.543,57.3307,290.377,0.43200,0.74100,22,25,2.60897 , 0.00000, 0.43030,2.00000,1500.00000,0.01400,97.15516
33,0.6875,112.433,56.4144,287.582,0.43200,0.74100,23,25,2.60897 , 0.00000, 0.43302,2.00000,1500.00000,0.01400,97.17769
34,0.708333,117.541,59.1638,300.596,0.43200,0.74100,23,25,2.60897 , 0.00000, 0.43575,2.00000,1500.00000,0.01400,97.19955
35,0.729167,117.666,59.7627,303.8,0.43200,0.74100,23,25,2.60897 , 0.00000, 0.43848,2.00000,1500.00000,0.01400,97.22076
36,0.75,117.664,59.5975,304.023,0.43200,0.74100,23,25,2.60897 , 0.00000, 0.44121,2.00000,1500.00000,0.01400,97.24139
37,0.770833,117.655,59.5875,304.033,0.43200,0.74100,23,25,2.60897 , 0.00000, 0.44394,2.00000,1500.00000,0.01400,97.26145
38,0.791667,107.424,54.4045,277.592,0.43200,0.74100,22,27,2.60897 , 0.00000, 0.44667,2.00000,1500.00000,0.01400,97.28098
39,0.8125,112.424,56.4047,287.591,0.43200,0.74100,22,27,2.60897 , 0.00000, 0.44939,2.00000,1500.00000,0.01400,97.29999
40,0.833333,112.541,57.1622,290.591,0.43200,0.74100,22,27,2.60897 , 0.00000, 0.45212,2.00000,1500.00000,0.01400,97.31853
41,0.854167,112.548,57.0053,290.8,0.43200,0.74100,23,27,2.60897 , 0.00000, 0.45485,2.00000,1500.00000,0.01400,97.33660
42,0.875,112.424,56.4062,287.596,0.44600,0.75700,22,28,2.60897 , 0.00000, 0.45758,2.00000,1500.00000,0.01400,97.35425
43,0.895833,112.424,56.4045,287.592,0.44600,0.75700,24,28,2.60897 , 0.00000, 0.46031,2.00000,1500.00000,0.01400,97.37148
44,0.916667,122.541,61.1622,310.591,0.45600,0.76800,24,28,2.60897 , 0.00000, 0.46304,2.00000,1500.00000,0.01400,97.38831
45,0.9375,122.658,61.9198,313.591,0.45600,0.76800,25,28,2.60897 , 0.00000, 0.46576,2.00000,1500.00000,0.01400,97.40475
46,0.958333,127.79,64.3634,327.008,0.47200,0.79300,26,28,2.60897 , 0.00000, 0.46849,2.00000,1500.00000,0.01400,97.42085
47,0.979167,132.655,65.5891,334.037,0.47200,0.79300,28,28,2.60897 , 0.00000, 0.47122,2.00000,1500.00000,0.01400,97.43659
48,1,143.006,71.8586,363.03,0.48900,0.82500,27,27,2.60897 , 0.00000, 0.47395,2.00000,1500.00000,0.01400,97.45200
49,1.02083,137.789,68.1965,347.227,0.48900,0.82500,27,27,2.60897 , 0.00000, 0.47668,2.00000,1500.00000,0.01400,97.46710
50,1.04167,138.122,70.4526,356.256,0.48900,0.82500,27,27,2.60897 , 0.00000, 0.47941,2.00000,1500.00000,0.01400,97.48189
51,1.0625,138.145,69.9783,356.874,0.48900,0.82500,27,27,2.60897 , 0.00000, 0.48213,2.00000,1500.00000,0.01400,97.49638
52,1.08333,133.002,67.3627,343.697,0.48900,0.82500,26,28,2.60897 , 0.00000, 0.48486,2.00000,1500.00000,0.01400,97.51060
53,1.10417,133.001,67.3578,343.686,0.48900,0.82500,27,28,2.60897 , 0.00000, 0.48759,2.00000,1500.00000,0.01400,97.52455
54,1.125,138.001,69.3581,353.685,0.48900,0.82500,26,26,2.60897 , 0.00000, 0.49032,2.00000,1500.00000,0.01400,97.53823
55,1.14583,132.887,66.9343,340.247,0.48900,0.82500,26,26,2.60897 , 0.00000, 0.49305,2.00000,1500.00000,0.01400,97.55167
56,1.16667,127.896,64.9442,330.237,0.49900,0.83600,25,27,2.60897 , 0.00000, 0.49578,2.00000,1500.00000,0.01400,97.56486
57,1.1875,127.77,64.1783,327.252,0.49900,0.83600,25,27,2.60897 , 0.00000, 0.49850,2.00000,1500.00000,0.01400,97.57781
58,1.20833,122.772,62.3435,317.029,0.49900,0.83600,25,28,2.60897 , 0.00000, 0.50123,2.00000,1500.00000,0.01400,97.59055
59,1.22917,127.895,64.7773,330.456,0.49900,0.83600,25,28,2.60897 , 0.00000, 0.50396,2.00000,1500.00000,0.01400,97.60307
60,1.25,127.888,64.7828,336.907,0.49900,0.83600,25,28,2.60897 , 0.00000, 0.50669,2.00000,1500.00000,0.01400,97.61536
61,1.27083,127.843,64.5495,337.55,0.49900,0.83600,26,28,2.60897 , 0.00000, 0.50942,2.00000,1500.00000,0.01400,97.62746
62,1.29167,122.512,60.8752,314.362,0.50500,0.85300,25,30,2.60897 , 0.00000, 0.51215,2.00000,1500.00000,0.01400,97.63937
63,1.3125,127.598,63.3355,324.357,0.50500,0.85300,27,30,2.60897 , 0.00000, 0.51487,2.00000,1500.00000,0.01400,97.65108
64,1.33333,132.761,66.5033,343.223,0.50800,0.85400,27,31,2.60897 , 0.00000, 0.51760,2.00000,1500.00000,0.01400,97.66261
65,1.35417,137.863,68.7357,357.294,0.50800,0.85400,28,31,2.60897 , 0.00000, 0.52033,2.00000,1500.00000,0.01400,97.67397
66,1.375,142.958,71.298,370.565,0.52600,0.88400,29,31,2.60897 , 0.00000, 0.52306,2.00000,1500.00000,0.01400,97.68514
67,1.39583,147.831,72.5268,377.564,0.52600,0.88400,30,31,2.60897 , 0.00000, 0.52579,2.00000,1500.00000,0.01400,97.69615
68,1.41667,153.093,76.3284,389.793,0.53900,0.90800,30,31,2.60897 , 0.00000, 0.52852,2.00000,1500.00000,0.01400,97.70700
69,1.4375,153.203,76.3189,390.418,0.53900,0.90800,30,31,2.60897 , 0.00000, 0.53124,2.00000,1500.00000,0.01400,97.71769
70,1.45833,153.455,78.0521,402.548,0.53900,0.90800,31,31,2.60897 , 0.00000, 0.53397,2.00000,1500.00000,0.01400,97.72822
71,1.47917,158.438,79.5219,413.607,0.53900,0.90800,31,31,2.60897 , 0.00000, 0.53670,2.00000,1500.00000,0.01400,97.73860
72,1.5,158.526,80.2416,416.668,0.54800,0.92200,30,30,2.60897 , 0.00000, 0.53943,2.00000,1500.00000,0.01400,97.74885
73,1.52083,153.292,76.8881,400.434,0.54800,0.92200,30,30,2.60897 , 0.00000, 0.54216,2.00000,1500.00000,0.01400,97.75894
74,1.54167,143.176,72.2977,377.213,0.54800,0.92200,28,32,2.60897 , 0.00000, 0.54489,2.00000,1500.00000,0.01400,97.76891
75,1.5625,143.176,72.2978,377.213,0.54800,0.92200,30,32,2.60897 , 0.00000, 0.54761,2.00000,1500.00000,0.01400,97.77873
76,1.58333,148.061,73.7071,383.994,0.54800,0.92200,31,33,2.60897 , 0.00000, 0.55034,2.00000,1500.00000,0.01400,97.78843
77,1.60417,158.295,79.2223,409.994,0.54800,0.92200,31,33,2.60897 , 0.00000, 0.55307,2.00000,1500.00000,0.01400,97.79800
78,1.625,158.545,80.4234,416.411,0.55800,0.94000,31,33,2.60897 , 0.00000, 0.55580,2.00000,1500.00000,0.01400,97.80744
79,1.64583,158.418,79.4922,413.648,0.55800,0.94000,31,33,2.60897 , 0.00000, 0.55853,2.00000,1500.00000,0.01400,97.81677
80,1.66667,153.409,77.6474,403.437,0.55800,0.94000,31,34,2.60897 , 0.00000, 0.56126,2.00000,1500.00000,0.01400,97.82598
81,1.6875,158.416,79.4889,413.641,0.55800,0.94000,32,34,2.60897 , 0.00000, 0.56398,2.00000,1500.00000,0.01400,97.83508
82,1.70833,158.409,79.6476,413.436,0.57000,0.95200,31,35,2.60897 , 0.00000, 0.56671,2.00000,1500.00000,0.01400,97.84406
83,1.72917,158.416,79.489,413.641,0.57000,0.95200,31,35,2.60897 , 0.00000, 0.56944,2.00000,1500.00000,0.01400,97.85293
84,1.75,158.525,80.2383,416.654,0.57000,0.95200,32,35,2.60897 , 0.00000, 0.57217,2.00000,1500.00000,0.01400,97.86170
85,1.77083,163.532,82.0797,426.859,0.57000,0.95200,33,35,2.60897 , 0.00000, 0.57490,2.00000,1500.00000,0.01400,97.87036
86,1.79167,168.64,84.829,439.873,0.58500,0.98100,33,35,2.60897 , 0.00000, 0.57763,2.00000,1500.00000,0.01400,97.87892
87,1.8125,168.522,84.0698,436.869,0.58500,0.98100,34,35,2.60897 , 0.00000, 0.58035,2.00000,1500.00000,0.01400,97.88739
88,1.83333,168.669,85.1152,436.105,0.59000,0.99100,33,36,2.60897 , 0.00000, 0.58308,2.00000,1500.00000,0.01400,97.89575
89,1.85417,168.676,84.9539,432.931,0.59000,0.99100,32,35,2.60897 , 0.00000, 0.58581,2.00000,1500.00000,0.01400,97.90403
90,1.875,163.698,83.0704,422.766,0.59000,0.99100,30,33,2.60897 , 0.00000, 0.58854,2.00000,1500.00000,0.01400,97.91221
91,1.89583,153.472,77.7318,396.549,0.59000,0.99100,31,33,2.60897 , 0.00000, 0.59127,2.00000,1500.00000,0.01400,97.92030
92,1.91667,153.463,77.7226,396.563,0.59000,0.99100,31,34,2.60897 , 0.00000, 0.59400,2.00000,1500.00000,0.01400,97.92830
93,1.9375,158.465,79.7347,412.997,0.59000,0.99100,32,34,2.60897 , 0.00000, 0.59672,2.00000,1500.00000,0.01400,97.93621
94,1.95833,163.537,82.2607,426.642,0.60000,1.00700,34,34,2.60897 , 0.00000, 0.59945,2.00000,1500.00000,0.01400,97.94405
95,1.97917,173.525,86.2382,446.662,0.60000,1.00700,34,34,2.60897 , 0.00000, 0.60218,2.00000,1500.00000,0.01400,97.95179
96,2,173.883,88.3523,455.861,0.60900,1.02400,33,33,2.60897 , 0.00000, 0.60491,2.00000,1500.00000,0.01400,97.95946
97,2.02083,168.648,84.672,440.082,0.60900,1.02400,33,33,2.60897 , 0.00000, 0.60764,2.00000,1500.00000,0.01400,97.96704
98,2.04167,168.755,85.4196,443.092,0.61600,1.03300,33,33,2.60897 , 0.00000, 0.61037,2.00000,1500.00000,0.01400,97.97455
99,2.0625,168.638,84.6605,440.088,0.61600,1.03300,33,33,2.60897 , 0.00000, 0.61309,2.00000,1500.00000,0.01400,97.98199
100,2.08333,163.639,82.8275,429.869,0.62300,1.04500,32,34,2.60897 , 0.00000, 0.61582,2.00000,1500.00000,0.01400,97.98934
101,2.10417,163.522,82.0699,426.869,0.62300,1.04500,32,34,2.60897 , 0.00000, 0.61855,2.00000,1500.00000,0.01400,97.99663
102,2.125,158.524,80.2368,416.65,0.62300,1.04500,31,35,2.60897 , 0.00000, 0.62128,2.00000,1500.00000,0.01400,98.00384
103,2.14583,158.532,80.0798,416.859,0.62300,1.04500,32,35,2.60897 , 0.00000, 0.62401,2.00000,1500.00000,0.01400,98.01098
104,2.16667,163.523,82.0714,426.873,0.62300,1.04500,32,35,2.60897 , 0.00000, 0.62674,2.00000,1500.00000,0.01400,98.01806
105,2.1875,163.64,82.8274,429.869,0.62300,1.04500,32,35,2.60897 , 0.00000, 0.62946,2.00000,1500.00000,0.01400,98.02506
106,2.20833,163.647,82.6705,430.077,0.62300,1.04500,33,35,2.60897 , 0.00000, 0.63219,2.00000,1500.00000,0.01400,98.03200
107,2.22917,168.638,84.6621,440.092,0.62300,1.04500,33,35,2.60897 , 0.00000, 0.63492,2.00000,1500.00000,0.01400,98.03887
108,2.25,168.755,85.4181,443.088,0.62300,1.04500,34,35,2.60897 , 0.00000, 0.63765,2.00000,1500.00000,0.01400,98.04568
109,2.27083,173.763,87.2612,453.296,0.62300,1.04500,34,35,2.60897 , 0.00000, 0.64038,2.00000,1500.00000,0.01400,98.05243
110,2.29167,173.871,88.0104,456.31,0.62900,1.05700,34,35,2.60897 , 0.00000, 0.64311,2.00000,1500.00000,0.01400,98.05912
111,2.3125,173.753,87.2512,453.306,0.62900,1.05700,34,35,2.60897 , 0.00000, 0.64583,2.00000,1500.00000,0.01400,98.06574
112,2.33333,173.87,88.0089,456.306,0.62900,1.05700,34,35,2.60897 , 0.00000, 0.64856,2.00000,1500.00000,0.01400,98.07231
113,2.35417,173.878,87.8519,456.515,0.62900,1.05700,34,35,2.60897 , 0.00000, 0.65129,2.00000,1500.00000,0.01400,98.07882
114,2.375,168.754,85.2528,443.31,0.62900,1.05700,32,35,2.60897 , 0.00000, 0.65402,2.00000,1500.00000,0.01400,98.08527
115,2.39583,163.638,82.6605,430.088,0.62900,1.05700,32,35,2.60897 , 0.00000, 0.65675,2.00000,1500.00000,0.01400,98.09166
116,2.41667,163.638,82.6606,430.087,0.62900,1.05700,33,35,2.60897 , 0.00000, 0.65948,2.00000,1500.00000,0.01400,98.09800
117,2.4375,168.638,84.6606,440.087,0.62900,1.05700,33,35,2.60897 , 0.00000, 0.66220,2.00000,1500.00000,0.01400,98.10429
118,2.45833,163.639,82.8275,429.869,0.62900,1.05700,34,36,2.60897 , 0.00000, 0.66493,2.00000,1500.00000,0.01400,98.11051
119,2.47917,173.647,86.6705,450.077,0.62900,1.05700,34,36,2.60897 , 0.00000, 0.66766,2.00000,1500.00000,0.01400,98.11669
120,2.5,173.873,88.1773,456.092,0.62900,1.05700,34,35,2.60897 , 0.00000, 0.67039,2.00000,1500.00000,0.01400,98.12282
121,2.52083,173.684,86.8011,446.522,0.62900,1.05700,34,35,2.60897 , 0.00000, 0.67312,2.00000,1500.00000,0.01400,98.12890
122,2.54167,168.755,85.4126,436.332,0.62900,1.05700,34,36,2.60897 , 0.00000, 0.67585,2.00000,1500.00000,0.01400,98.13492
123,2.5625,173.806,87.4955,452.619,0.62900,1.05700,34,36,2.60897 , 0.00000, 0.67857,2.00000,1500.00000,0.01400,98.14090
124,2.58333,168.768,85.443,443.068,0.63300,1.07100,34,37,2.60897 , 0.00000, 0.68130,2.00000,1500.00000,0.01400,98.14683
125,2.60417,173.639,86.6623,450.098,0.63300,1.07100,36,37,2.60897 , 0.00000, 0.68403,2.00000,1500.00000,0.01400,98.15270
126,2.625,178.757,89.5849,462.871,0.64200,1.08500,35,38,2.60897 , 0.00000, 0.68676,2.00000,1500.00000,0.01400,98.15854
127,2.64583,178.889,90.0286,466.286,0.64200,1.08500,35,38,2.60897 , 0.00000, 0.68949,2.00000,1500.00000,0.01400,98.16433
128,2.66667,173.881,88.0218,456.304,0.64300,1.08500,35,39,2.60897 , 0.00000, 0.69222,2.00000,1500.00000,0.01400,98.17007
129,2.6875,178.763,89.2609,463.297,0.64300,1.08500,35,39,2.60897 , 0.00000, 0.69494,2.00000,1500.00000,0.01400,98.17577
130,2.70833,173.783,87.5406,449.546,0.64300,1.08500,34,40,2.60897 , 0.00000, 0.69767,2.00000,1500.00000,0.01400,98.18142
131,2.72917,173.79,87.3776,446.369,0.64300,1.08500,35,40,2.60897 , 0.00000, 0.70040,2.00000,1500.00000,0.01400,98.18703
132,2.75,178.802,89.4843,456.213,0.64300,1.08500,37,40,2.60897 , 0.00000, 0.70313,2.00000,1500.00000,0.01400,98.19260
133,2.77083,189.04,94.8401,482.427,0.64300,1.08500,37,40,2.60897 , 0.00000, 0.70586,2.00000,1500.00000,0.01400,98.19812
134,2.79167,184.052,92.8582,475.641,0.65200,1.09200,37,41,2.60897 , 0.00000, 0.70859,2.00000,1500.00000,0.01400,98.20361
135,2.8125,188.903,93.9719,479.599,0.65200,1.09200,38,41,2.60897 , 0.00000, 0.71131,2.00000,1500.00000,0.01400,98.20905
136,2.83333,194.152,97.5893,495.431,0.66200,1.10600,38,41,2.60897 , 0.00000, 0.71404,2.00000,1500.00000,0.01400,98.21445
137,2.85417,194.041,96.8407,492.43,0.66200,1.10600,38,41,2.60897 , 0.00000, 0.71677,2.00000,1500.00000,0.01400,98.21982
138,2.875,189.168,95.6089,485.423,0.66200,1.10600,38,42,2.60897 , 0.00000, 0.71950,2.00000,1500.00000,0.01400,98.22514
139,2.89583,194.174,97.2865,495.855,0.66200,1.10600,39,42,2.60897 , 0.00000, 0.72223,2.00000,1500.00000,0.01400,98.23042
140,2.91667,199.39,100.783,511.88,0.66900,1.11300,40,42,2.60897 , 0.00000, 0.72496,2.00000,1500.00000,0.01400,98.23567
141,2.9375,204.405,102.466,522.289,0.66900,1.11300,40,42,2.60897 , 0.00000, 0.72768,2.00000,1500.00000,0.01400,98.24088
142,2.95833,199.505,101.374,515.098,0.66900,1.11300,39,43,2.60897 , 0.00000, 0.73041,2.00000,1500.00000,0.01400,98.24606
143,2.97917,199.52,101.057,515.507,0.66900,1.11300,40,43,2.60897 , 0.00000, 0.73314,2.00000,1500.00000,0.01400,98.25120
144,3,204.502,103.04,525.535,0.67600,1.13400,40,42,2.60897 , 0.00000, 0.73587,2.00000,1500.00000,0.01400,98.25629
145,3.02083,204.27,101.856,519.09,0.67600,1.13400,40,42,2.60897 , 0.00000, 0.73860,2.00000,1500.00000,0.01400,98.26137
146,3.04167,204.506,103.538,524.871,0.67600,1.13400,41,42,2.60897 , 0.00000, 0.74133,2.00000,1500.00000,0.01400,98.26640
147,3.0625,209.529,105.067,535.496,0.67600,1.13400,42,42,2.60897 , 0.00000, 0.74405,2.00000,1500.00000,0.01400,98.27139
148,3.08333,214.737,108.557,551.539,0.68100,1.15000,42,42,2.60897 , 0.00000, 0.74678,2.00000,1500.00000,0.01400,98.27636
149,3.10417,214.743,108.395,551.737,0.68100,1.15000,42,42,2.60897 , 0.00000, 0.74951,2.00000,1500.00000,0.01400,98.28129
150,3.125,214.859,108.988,554.958,0.68100,1.15000,41,41,2.60897 , 0.00000, 0.75224,2.00000,1500.00000,0.01400,98.28619
151,3.14583,209.742,106.23,541.959,0.68100,1.15000,41,41,2.60897 , 0.00000, 0.75497,2.00000,1500.00000,0.01400,98.29105
152,3.16667,209.732,106.22,541.969,0.68100,1.15000,41,41,2.60897 , 0.00000, 0.75770,2.00000,1500.00000,0.01400,98.29588
153,3.1875,209.732,106.218,541.964,0.68100,1.15000,41,41,2.60897 , 0.00000, 0.76042,2.00000,1500.00000,0.01400,98.30068
154,3.20833,209.732,106.219,541.964,0.68100,1.15000,41,41,2.60897 , 0.00000, 0.76315,2.00000,1500.00000,0.01400,98.30545
155,3.22917,209.732,106.219,541.964,0.68100,1.15000,41,41,2.60897 , 0.00000, 0.76588,2.00000,1500.00000,0.01400,98.31019
156,3.25,209.732,106.219,541.964,0.68100,1.15000,40,40,2.60897 , 0.00000, 0.76861,2.00000,1500.00000,0.01400,98.31490
157,3.27083,204.617,103.628,528.745,0.68100,1.15000,40,40,2.60897 , 0.00000, 0.77134,2.00000,1500.00000,0.01400,98.31957
158,3.29167,199.501,101.037,515.527,0.68100,1.15000,39,41,2.60897 , 0.00000, 0.77407,2.00000,1500.00000,0.01400,98.32423
159,3.3125,199.501,101.037,515.527,0.68100,1.15000,40,41,2.60897 , 0.00000, 0.77679,2.00000,1500.00000,0.01400,98.32884
160,3.33333,204.501,103.037,525.527,0.68500,1.16100,40,41,2.60897 , 0.00000, 0.77952,2.00000,1500.00000,0.01400,98.33344
161,3.35417,204.503,103.204,525.308,0.68500,1.16100,40,41,2.60897 , 0.00000, 0.78225,2.00000,1500.00000,0.01400,98.33799
162,3.375,204.628,103.805,528.517,0.68500,1.16100,38,39,2.60897 , 0.00000, 0.78498,2.00000,1500.00000,0.01400,98.34253
163,3.39583,194.396,98.458,502.302,0.68500,1.16100,38,39,2.60897 , 0.00000, 0.78771,2.00000,1500.00000,0.01400,98.34703
164,3.41667,194.386,98.448,502.313,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.79044,2.00000,1500.00000,0.01400,98.35151
165,3.4375,199.386,100.446,512.309,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.79316,2.00000,1500.00000,0.01400,98.35596
166,3.45833,199.503,101.204,515.308,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.79589,2.00000,1500.00000,0.01400,98.36038
167,3.47917,199.511,101.047,515.517,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.79862,2.00000,1500.00000,0.01400,98.36478
168,3.5,199.502,101.039,515.531,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.80135,2.00000,1500.00000,0.01400,98.36915
169,3.52083,199.501,101.037,515.527,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.80408,2.00000,1500.00000,0.01400,98.37350
170,3.54167,199.501,101.037,515.527,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.80681,2.00000,1500.00000,0.01400,98.37782
171,3.5625,199.501,101.037,515.527,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.80954,2.00000,1500.00000,0.01400,98.38211
172,3.58333,199.501,101.037,515.527,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.81226,2.00000,1500.00000,0.01400,98.38638
173,3.60417,199.501,101.037,515.527,0.68500,1.16100,39,39,2.60897 , 0.00000, 0.81499,2.00000,1500.00000,0.01400,98.39062
174,3.625,194.386,98.4465,502.308,0.68500,1.16100,37,39,2.60897 , 0.00000, 0.81772,2.00000,1500.00000,0.01400,98.39484
175,3.64583,189.27,95.8558,489.089,0.68500,1.16100,38,39,2.60897 , 0.00000, 0.82045,2.00000,1500.00000,0.01400,98.39904
176,3.66667,194.27,97.8558,499.089,0.69400,1.17200,39,39,2.60897 , 0.00000, 0.82318,2.00000,1500.00000,0.01400,98.40321
177,3.6875,199.27,99.8558,509.089,0.69400,1.17200,39,39,2.60897 , 0.00000, 0.82591,2.00000,1500.00000,0.01400,98.40736
178,3.70833,194.272,98.0227,498.871,0.69900,1.18800,38,39,2.60897 , 0.00000, 0.82863,2.00000,1500.00000,0.01400,98.41148
179,3.72917,194.155,97.2651,495.871,0.69900,1.18800,38,39,2.60897 , 0.00000, 0.83136,2.00000,1500.00000,0.01400,98.41558
180,3.75,189.274,96.1896,488.652,0.69900,1.18800,38,40,2.60897 , 0.00000, 0.83409,2.00000,1500.00000,0.01400,98.41966
181,3.77083,194.289,97.8756,499.069,0.69900,1.18800,38,40,2.60897 , 0.00000, 0.83682,2.00000,1500.00000,0.01400,98.42371
182,3.79167,194.388,98.6165,502.098,0.70900,1.19600,38,41,2.60897 , 0.00000, 0.83955,2.00000,1500.00000,0.01400,98.42775
183,3.8125,194.27,97.8556,499.09,0.70900,1.19600,39,41,2.60897 , 0.00000, 0.84228,2.00000,1500.00000,0.01400,98.43176
184,3.83333,199.387,100.613,512.09,0.71600,1.20000,40,41,2.60897 , 0.00000, 0.84500,2.00000,1500.00000,0.01400,98.43575
185,3.85417,204.387,102.613,522.089,0.71600,1.20000,40,41,2.60897 , 0.00000, 0.84773,2.00000,1500.00000,0.01400,98.43972
186,3.875,204.629,103.972,528.298,0.73200,1.21800,40,41,2.60897 , 0.00000, 0.85046,2.00000,1500.00000,0.01400,98.44366
187,3.89583,204.386,102.448,522.312,0.73200,1.21800,40,41,2.60897 , 0.00000, 0.85319,2.00000,1500.00000,0.01400,98.44759
188,3.91667,204.503,103.204,525.309,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.85592,2.00000,1500.00000,0.01400,98.45150
189,3.9375,209.511,105.047,535.517,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.85865,2.00000,1500.00000,0.01400,98.45538
190,3.95833,209.619,105.796,538.531,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.86137,2.00000,1500.00000,0.01400,98.45924
